tu_id	speaker	start	end	duration	include	variation	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	W:switches	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	E:unmatched_overlaps	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	original	text	orthographic
0	TO017	1.62	4.94	3.32	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	10	la mia si è rotta questa mattina giusto pe::r (.) dire,	la mia si è rotta questa mattina giusto pe::r {P} dire,	la mia si è rotta questa mattina giusto per {P} dire
1	TO017	15.24	20.205	4.965	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	8	<(per)mess:o>, (.) la magia grazie. di accendere il proiettore	<(per)mess:o>, {P} la magia grazie. di accendere il proiettore	permesso {P} la magia grazie di accendere il proiettore
2	TO017	20.655	22.605	1.95	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	°<sento> che possiamo far(cela)°	°<sento> che possiamo far(cela)°	sento che possiamo farcela
3	TO017	24.606	25.523	0.917	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	°(a) caso proprio°	°(a) caso proprio°	a caso proprio
4	???	43.283	44.566	1.283	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	vabbé l' avrei accettato anch' io	vabbé l' avrei accettato anch' io	vabbé l' avrei accettato anch' io
5	???	47.724	48.808	1.084	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	<ventuno> ventidue,	<ventuno> ventidue,	ventuno ventidue
6	???	59.627	60.566	0.939	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	sai quella risata che	sai quella risata che	sai quella risata che
7	???	61.06	61.819	0.759	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	isterica	isterica	isterica
8	???	71.293	72.809	1.516	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	ta: ta::n, ventu:no,	ta: ta::n, ventu:no,	ta tan ventuno
9	???	73.58	76.714	3.134	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	11	°stai <scherzando>, è da mezz' ora che (rispondo) la stessa cosa°	°stai <scherzando>, è da mezz' ora che (rispondo) la stessa cosa°	stai scherzando è da mezz' ora che rispondo la stessa cosa
10	???	91.717	93.467	1.75	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	perché non ti ho detto il participio:	perché non ti ho detto il participio:	perché non ti ho detto il participio
11	TO017	173.424	173.791	0.367	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	tu.	tu.	tu
12	???	174.732	175.74	1.008	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	glielo dite vo:i,	glielo dite vo:i,	glielo dite voi
13	???	177.482	178.565	1.083	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	se volete parlargli domani	se volete parlargli domani	se volete parlargli domani
14	???	182.241	182.916	0.675	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	professore,	professore,	professore
15	TO017	183.141	184.741	1.6	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	s::ì. chi, dove,	s::ì. chi, dove,	sì chi dove
