tu_id	speaker	start	end	duration	include	variation	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	W:switches	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	E:unmatched_overlaps	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	original	text	orthographic
0	TO004	1.34	1.93	0.59	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	allora	allora	allora
1	TO004	5.62	6.44	0.82	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	visto che,	visto che,	visto che
2	TO004	6.675	7.815	1.14	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	non <abbia:mo>	non <abbia:mo>	non abbiamo
3	TO004	7.86	10.18	2.32	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	la possibilità di proiettare <sli:de>	la possibilità di proiettare <sli:de>	la possibilità di proiettare slide
4	TO004	10.215	10.905	0.69	True	False	0	0	0	0	0	0	0	1	False	False	False	False	False	_	False	0	0	0	1	<o:ggi,>	<o:ggi>,	oggi
5	TO004	10.965	12.255	1.29	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	lo faremo da doma:ni,	lo faremo da doma:ni,	lo faremo da domani
6	TO004	13.605	14.185	0.58	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	e:::h	e:::h	eh
7	TO004	15.89	18.469	2.579	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	2	0	0	5	voi dovete (.) abituarvi (.) all' ide:a,	voi dovete {P} abituarvi {P} all' ide:a,	voi dovete {P} abituarvi {P} all' idea
8	TO004	18.53	23.75	5.22	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	14	mi dispiace dirlo (.) perché rappresento questa università e quindi lo faccio con tante scuse,	mi dispiace dirlo {P} perché rappresento questa università e quindi lo faccio con tante scuse,	mi dispiace dirlo {P} perché rappresento questa università e quindi lo faccio con tante scuse
9	TO004	23.805	25.96	2.155	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	6	che (.)  in questa università <molte> co:se,	che {P} in questa università <molte> co:se,	che {P} in questa università molte cose
10	TO004	26.36	27.567	1.207	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	non funzionano.	non funzionano.	non funzionano
11	TO004	29.65	33.31	3.66	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	15	tra quelle le cose che non funzionano c' è il fatto per esempio che oggi,	tra quelle le cose che non funzionano c' è il fatto per esempio che oggi,	tra quelle le cose che non funzionano c' è il fatto per esempio che oggi
12	TO004	33.335	34.95	1.615	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	giorno di apertura delle lezioni,	giorno di apertura delle lezioni,	giorno di apertura delle lezioni
13	TO004	34.99	37.06	2.07	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	2	0	0	3	il (.) sito (.) internet	il {P} sito {P} internet	il {P} sito {P} internet
14	TO004	37.19	39.57	2.38	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	dell' università si è praticamente bloccato.	dell' università si è praticamente bloccato.	dell' università si è praticamente bloccato
15	TO004	40.075	42.019	1.944	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	con l' impossibilità di vedere,	con l' impossibilità di vedere,	con l' impossibilità di vedere
16	TO004	42.735	43.515	0.78	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	di vedere,	di vedere,	di vedere
17	TO004	43.55	44.89	1.34	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	le aule di lezione.	le aule di lezione.	le aule di lezione
18	TO004	46.365	48.115	1.75	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	e molte altre cose del genere.	e molte altre cose del genere.	e molte altre cose del genere
19	TO004	48.135	49.455	1.32	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	perché succede questo?	perché succede questo?	perché succede questo
20	TO004	49.5	52.83	3.33	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	11	perché l' università (.) ha dei professori bravi e altri meno bravi	perché l' università {P} ha dei professori bravi e altri meno bravi	perché l' università {P} ha dei professori bravi e altri meno bravi
21	TO004	52.87	57.54	4.67	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	17	poi giudicherete voi e ha anche dei servizi che funzionano bene e altri che so(n)~ che funzionano,	poi giudicherete voi e ha anche dei servizi che funzionano bene e altri che so(n)~ che funzionano,	poi giudicherete voi e ha anche dei servizi che funzionano bene e altri che son~ che funzionano
22	TO004	57.73	58.829	1.099	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	meno bene,	meno bene,	meno bene
23	TO004	59.145	60.445	1.3	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	e giudicherete voi,	e giudicherete voi,	e giudicherete voi
24	TO004	60.51	61.63	1.12	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	anche questo.	anche questo.	anche questo
