tu_id	speaker	start	end	duration	include	variation	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	W:switches	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	E:unmatched_overlaps	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	original	text	orthographic
0	PKP010	2.26	2.52	0.26	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	°eh°	°eh°	eh
1	PKP010	3.78	5.04	1.26	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	°non abbaiare tu°	°non abbaiare tu°	non abbaiare tu
2	PKP010	5.8	6.92	1.12	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	°se no ti (analizzo)°	°se no ti (analizzo)°	se no ti analizzo
3	PKP135	10.14	10.95	0.81	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	guarda eh,	guarda eh,	guarda eh
4	PKP010	11.015	11.36	0.345	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	°mh°	°mh°	mh
5	PKP135	12.555	14.565	2.01	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	2	0	0	6	<qua (.) analisi> (.) io ci devo andare	<qua {P} analisi> {P} io ci devo andare	qua {P} analisi {P} io ci devo andare
6	PKP010	15.07	15.52	0.45	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	mh	mh	mh
7	PKP135	15.875	16.7	0.825	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	>p~ sta co~ voi<	>p~ sta co~ voi<	p~ sta co~ voi
8	PKP010	17.675	18.13	0.455	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	e::h	e::h	eh
9	PKP135	18.345	18.835	0.49	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	>eh<	>eh<	eh
10	PKP010	18.997	19.81	0.813	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	e io pure	e io pure	e io pure
11	PKP010	22.483	24.37	1.887	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	2	0	0	3	allora (.) dai (.) dammi::	allora {P} dai {P} dammi::	allora {P} dai {P} dammi
12	PKP135	27.66	28.15	0.49	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	°mh°	°mh°	mh
13	PKP135	29.87	31.66	1.79	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	8	no vabbè ma oh vuoi mette tutte mo	no vabbè ma oh vuoi mette tutte mo	no vabbè ma oh vuoi mette tutte mo
14	PKP010	32.523	33.72	1.197	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	3	eh (.) lo (ridividiamo)	eh {P} lo (ridividiamo)	eh {P} lo ridividiamo
15	PKP135	33.92	34.58	0.66	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	°ho capito°	°ho capito°	ho capito
16	PKP010	35.04	35.8	0.76	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	°noi due:°.	°noi due:°.	noi due
17	PKP010	36.68	37.53	0.85	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	questo l'hai preso?	questo l'hai preso?	questo l' hai preso
18	PKP135	37.55	38.39	0.84	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	sì l'ho p:reso	sì l'ho p:reso	sì l' ho preso
19	PKP010	38.455	39.94	1.485	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	mo ci sta quest'altro,	mo ci sta quest'altro,	mo ci sta quest' altro
20	PKP135	40.78	43.22	2.44	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	8	embeh sì sì ma con ca:lma con ca:lma	embeh sì sì ma con ca:lma con ca:lma	embeh sì sì ma con calma con calma
21	PKP010	43.43	45.12	1.69	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	ce lo mettiamo così IS[A::]	ce lo mettiamo così IS[A::]	ce lo mettiamo così isa
22	PKP135	44.6	47.07	2.47	True	False	0	0	0	0	0	0	0	0	False	False	False	False	True	21=0.520,24=0.165,23=1.440	True	0	1	0	9	[tu mettitela al tuo vedi tu se mi dev~] ((ride))	[tu mettitela al tuo vedi tu se mi dev~] {ride}	tu mettitela al tuo vedi tu se mi dev~ {ride}
23	PKP010	45.27	46.71	1.44	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	[un'<ALTRA> volta]	[un'<ALTRA> volta]	un' altra volta
24	PKP010	46.905	47.98	1.075	True	False	0	0	0	0	0	0	0	0	False	False	False	False	True	22=0.165	False	0	0	0	3	provaci un'altra	provaci un'altra	provaci un' altra
25	PKP010	50.81	52.15	1.34	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	provaci un'altra volta	provaci un'altra volta	provaci un' altra volta
26	PKP010	53.692	55.122	1.43	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	m::::h	m::::h	mh
27	PKP010	55.32	56.22	0.9	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	°maro::nna°	°maro::nna°	maronna
28	PKP010	56.43	58.1	1.67	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	°buo::ni questi salamini°	°buo::ni questi salamini°	buoni questi salamini
29	PKP010	58.18	59.09	0.91	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	e: due qua,	e: due qua,	e due qua
30	PKP010	59.26	59.94	0.68	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	e due l:à	e due l:à	e due là
31	PKP135	60.385	62.595	2.235	True	False	0	0	0	0	0	0	1	0	False	False	False	False	False	_	False	1	0	0	7	ma me lo posso mette:: dopo (.) no	ma me lo posso mette:: dopo {P} no	ma me lo posso mette dopo {P} no
32	PKP010	62.595	63.05	0.48	True	False	0	0	0	0	0	0	1	0	False	False	False	False	False	_	False	0	0	0	1	>no<	>no<	no
33	PKP135	63.81	64.53	0.72	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	°vedi tu°	°vedi tu°	vedi tu
34	PKP010	65.25	66.16	0.91	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	m::h	m::h	mh
35	PKP135	67.4	68.2	0.8	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	MA:MI	MA:MI	mami
