tu_id	speaker	start	end	duration	include	variation	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	W:switches	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	E:unmatched_overlaps	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	original	text	orthographic
0	PKP025	2.84	3.54	0.7	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	faccio il tè	faccio il tè	faccio il tè
1	PKP026	5.31	5.74	0.43	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	(°allora°)	(°allora°)	allora
2	PKP025	7.67	8.55	0.88	True	False	0	0	0	0	0	0	0	1	False	False	False	False	False	_	False	0	0	0	1	[accendo?]	[accendo]?	accendo
3	PKP026	7.67	8.542	0.872	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	[va bene]	[va bene]	va bene
4	PKP026	10.41	12.724	2.314	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	11	ci fermiamo un attimo e prendiamo il tè e la tisana	ci fermiamo un attimo e prendiamo il tè e la tisana	ci fermiamo un attimo e prendiamo il tè e la tisana
5	PKP025	13.69	14.304	0.614	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	(tè)	(tè)	tè
6	PKP025	14.382	17.441	3.059	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	1	0	0	((accende il gas))	{accende_il_gas}	{accende_il_gas}
7	PKP026	14.997	15.571	0.574	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	vai	vai	vai
8	PKP025	18.029	18.981	0.952	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	lo zucchero c'è?	lo zucchero c'è?	lo zucchero c' è
9	PKP026	19.01	19.641	0.631	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	sì	sì	sì
10	PKP025	21.45	22.19	0.74	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	questo?	questo?	questo
11	PKP026	22.895	23.384	0.489	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	sì	sì	sì
12	PKP025	27.7	28.48	0.78	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	te come la vuoi	te come la vuoi	te come la vuoi
13	PKP026	29.79	31.388	1.598	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	quella al caffè e amaretto	quella al caffè e amaretto	quella al caffè e amaretto
14	PKP025	32.407	33.784	1.377	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	<caffè e amarett[o]>	<caffè e amarett[o]>	caffè e amaretto
15	PKP026	33.645	34.06	0.415	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	[mh] mh	[mh] mh	mh mh
16	PKP025	36.417	36.826	0.409	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	io?	io?	io
17	PKP025	37.871	38.48	0.609	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	[limone]	[limone]	limone
18	PKP026	37.871	38.87	0.999	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	[tè al limo]ne	[tè al limo]ne	tè al limone
19	PKP025	44.22	45.593	1.373	True	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	#voi co fate sabato	voi co fate sabato	voi co fate sabato
20	PKP026	46.896	51.89	4.994	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	11	sabato: <ho prenotato:> (.) in un ristorante che c'è una cena,	sabato: <ho prenotato:> {P} in un ristorante che c'è una cena,	sabato ho prenotato {P} in un ristorante che c' è una cena
21	PKP025	52.338	52.76	0.422	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	dove	dove	dove
22	PKP026	52.77	59.189	6.419	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	20	e::h a senigallia, c'è la cena con il dj e volendo: ti puoi mascherare, è il sabato di carneval[e]	e::h a senigallia, c'è la cena con il dj e volendo: ti puoi mascherare, è il sabato di carneval[e]	eh a senigallia c' è la cena con il dj e volendo ti puoi mascherare è il sabato di carnevale
23	PKP025	59.034	59.65	0.616	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	[ma] dove	[ma] dove	ma dove
24	PKP026	59.864	63.602	3.738	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	5	a senigallia::: (.) verso sant'angelo	a senigallia::: {P} verso sant'angelo	a senigallia {P} verso sant' angelo
25	PKP025	65.23	66.19	0.96	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	che ristorante	che ristorante	che ristorante
26	PKP026	66.483	68.08	1.597	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	si chiama il °freccia azzurra°	si chiama il °freccia azzurra°	si chiama il freccia azzurra
27	PKP025	68.141	69.4	1.259	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	°freccia azzurra°	°freccia azzurra°	freccia azzurra
28	PKP025	70.895	76.17	5.275	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	2	0	0	7	allora io domenica (.) me devo sveglia' (.) quindi	allora io domenica {P} me devo sveglia' {P} quindi	allora io domenica {P} me devo sveglia' {P} quindi
29	PKP026	76.17	77.105	0.935	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	c'hai il matrimonio	c'hai il matrimonio	c' hai il matrimonio
30	PKP025	77.147	77.82	0.673	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	matrimonio	matrimonio	matrimonio
31	PKP026	78.949	81.67	2.721	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	quindi sabato sera come:: vi organizzate	quindi sabato sera come:: vi organizzate	quindi sabato sera come vi organizzate
32	PKP025	82.707	90.93	8.223	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	3	0	0	23	allora se io al non so neanche a che ora: è (.) se è alle dieci io bisogna che: sabato: (.) boh (.) andrò a cena	allora se io al non so neanche a che ora: è {P} se è alle dieci io bisogna che: sabato: {P} boh {P} andrò a cena	allora se io al non so neanche a che ora è {P} se è alle dieci io bisogna che sabato {P} boh {P} andrò a cena
33	PKP026	90.943	92.68	1.737	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	ma è il sabato di carneva:le	ma è il sabato di carneva:le	ma è il sabato di carnevale
34	PKP025	92.78	95.0	2.22	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	8	°eh° c'ho il MATRIMONIO il gi[orno dopo]	°eh° c'ho il MATRIMONIO il gi[orno dopo]	eh c' ho il matrimonio il giorno dopo
35	PKP026	94.345	96.663	2.318	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	9	[è bella (u)na c]ena >co(n) (u)n po' di< mu:sica	[è bella (u)na c]ena >co(n) (u)n po' di< mu:sica	è bella una cena con un po' di musica
36	PKP026	97.179	98.44	1.261	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	per far [qualcosa]	per far [qualcosa]	per far qualcosa
37	PKP025	97.446	98.44	0.994	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	[ma la cena]	[ma la cena]	ma la cena
38	PKP025	98.768	99.758	0.99	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	se è (i)l miù	se è (i)l miù	se è il miù
39	PKP026	100.588	101.321	0.733	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	mah::	mah::	mah
40	PKP025	101.979	104.596	2.617	True	False	0	0	0	0	0	0	0	0	False	False	False	False	True	41=0.004	False	1	0	0	9	>eh tanto< (.) o il tris vanno tutti al tris	>eh tanto< {P} o il tris vanno tutti al tris	eh tanto {P} o il tris vanno tutti al tris
41	PKP026	104.592	106.813	2.221	True	False	0	0	0	0	0	0	0	0	False	False	False	False	True	40=0.004,42=0.397	True	0	0	0	10	il tris è proprio discoteca no[n c'è la] cena	il tris è proprio discoteca no[n c'è la] cena	il tris è proprio discoteca non c' è la cena
42	PKP025	106.04	106.437	0.397	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	[lo so]	[lo so]	lo so
