tu_id	speaker	start	end	duration	include	variation	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	W:switches	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	E:unmatched_overlaps	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	original	text	orthographic
0	TO029	0.588	1.277	0.689	True	False	0	0	0	0	0	0	0	1	False	False	False	False	False	_	False	0	0	0	2	appoggia[mo qui.]	appoggia[mo qui].	appoggiamo qui
1	TO035	0.926	2.71	1.784	True	False	0	0	0	0	0	0	0	2	False	False	False	False	False	_	False	0	0	0	7	[sì.] sono uno stude~ sono uno [studen~.]	[sì]. sono uno stude~ sono uno [studen~].	sì sono uno stude~ sono uno studen~
2	TO029	2.23	3.89	1.66	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	[no. non >devi<] fare così. spontaneo	[no. non >devi<] fare così. spontaneo	no non devi fare così spontaneo
3	TO035	2.864	3.892	1.028	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	1	0	0	((ride))	{ride}	{ride}
4	TO035	4.196	4.62	0.424	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	okay.	okay.	okay
5	TO035	5.148	7.122	1.974	True	False	0	0	0	0	0	0	0	1	False	False	False	False	False	_	False	0	0	0	7	no, [comunque. quello che stavo dicendo era,]	no, [comunque. quello che stavo dicendo era],	no comunque quello che stavo dicendo era
6	TO029	5.279	8.821	3.542	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	15	[e quindi? e dove siete andati? ah] il carnevale di ivrea. ma non avete tirato.	[e quindi? e dove siete andati? ah] il carnevale di ivrea. ma non avete tirato.	e quindi e dove siete andati ah il carnevale di ivrea ma non avete tirato
7	TO035	9.413	14.175	4.762	True	False	0	0	0	0	0	0	0	1	False	False	False	False	False	_	False	0	0	0	16	e::::h ma boh. in realtà cercavam di difenderci più [che tirare, è stata una cosa assurda,]	e::::h ma boh. in realtà cercavam di difenderci più [che tirare, è stata una cosa assurda],	eh ma boh in realtà cercavam di difenderci più che tirare è stata una cosa assurda
8	TO029	12.294	15.051	2.757	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	9	[ah. okay. perché bisogna pagare per ti]rare le arance.	[ah. okay. perché bisogna pagare per ti]rare le arance.	ah okay perché bisogna pagare per tirare le arance
9	TO035	15.051	16.619	1.568	True	False	0	0	0	0	0	0	0	1	False	False	False	False	False	_	False	0	0	0	7	sì, bisogna [pagare, ma in realtà no~,]	sì, bisogna [pagare, ma in realtà no~],	sì bisogna pagare ma in realtà no~
10	TO029	15.875	17.78	1.905	True	False	0	0	0	0	0	0	0	1	False	False	False	False	False	_	False	0	0	0	8	[ma siete stati fuo]ri, o siete stati dent[ro.]	[ma siete stati fuo]ri, o siete stati dent[ro].	ma siete stati fuori o siete stati dentro
11	TO035	17.508	22.632	5.124	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	18	[è una] giungla. (era) in real[tà (n~), (.)] allora funziona che tu entri, con=eh che paghi un ingresso,	[è una] giungla. (era) in real[tà (n~), {P}] allora funziona che tu entri, con=eh che paghi un ingresso,	è una giungla era in realtà n~ {P} allora funziona che tu entri con eh che paghi un ingresso
12	TO029	18.712	19.356	0.644	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	[°giungla°]	[°giungla°]	giungla
13	TO029	22.961	23.375	0.414	True	False	0	0	0	0	0	0	0	1	False	False	False	False	False	_	False	0	0	0	1	[mh,]	[mh],	mh
14	TO035	23.303	24.034	0.731	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	[per] andare,	[per] andare,	per andare
15	TO035	24.349	28.52	4.171	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	9	e poi ci sono quelli::: delle::=m::h delle contrade,	e poi ci sono quelli::: delle::=m::h delle contrade,	e poi ci sono quelli delle mh delle contrade
16	TO029	28.556	29.065	0.509	True	False	0	0	0	0	0	0	0	1	False	False	False	False	False	_	False	0	0	0	1	s[ì:,]	s[ì:],	sì
17	TO035	28.715	30.697	1.982	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	12	[che poi ho scoper]to che non son contrade me se le inventano,	[che poi ho scoper]to che non son contrade me se le inventano,	che poi ho scoperto che non son contrade me se le inventano
18	TO029	30.72	31.027	0.307	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	okay.	okay.	okay
19	TO035	31.041	33.457	2.416	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	12	ce ne sono alcune che s~ (.) son nate tipo l' anno scorso,	ce ne sono alcune che s~ {P} son nate tipo l' anno scorso,	ce ne sono alcune che s~ {P} son nate tipo l' anno scorso
20	TO029	33.508	33.954	0.446	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	okay,	okay,	okay
