tu_id	speaker	start	end	duration	include	variation	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	W:switches	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	E:unmatched_overlaps	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	original	text	orthographic
0	PKP093	1.021	1.782	0.761	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	no dai ci siamo	no dai ci siamo	no dai ci siamo
1	PKP024	4.88	6.466	1.586	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	xx xx lo rimetto xx	xx xx lo rimetto xx	x x lo rimetto x
2	PKP093	7.347	7.782	0.435	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	se non c'è	se non c'è	se non c' è
3	PKP093	8.804	9.76	0.956	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	sono avanzati i peperoni?	sono avanzati i peperoni?	sono avanzati i peperoni
4	PKP024	10.195	11.78	1.585	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	8	sì un pochini sì li ho fatti in xxx	sì un pochini sì li ho fatti in xxx	sì un pochini sì li ho fatti in x
5	PKP093	12.391	13.152	0.761	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	no li hai fatti te	no li hai fatti te	no li hai fatti te
6	PKP024	13.673	15.543	1.87	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	1	0	3	((ride)) siamo in due	{ride} siamo in due	{ride} siamo in due
7	PKP093	16.021	17.804	1.783	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	ho capito ma i peperoni: alla fine	ho capito ma i peperoni: alla fine	ho capito ma i peperoni alla fine
8	PKP093	19.814	20.053	0.239	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	non	non	non
9	PKP093	21.096	21.531	0.435	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	cioè:	cioè:	cioè
10	PKP093	22.063	25.302	3.239	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	11	poi non so te ma ne mangerei veramente (.) quattro da solo	poi non so te ma ne mangerei veramente {P} quattro da solo	poi non so te ma ne mangerei veramente {P} quattro da solo
11	PKP024	25.584	26.041	0.457	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	°no vabbè°	°no vabbè°	no vabbè
12	PKP093	27.303	35.0	7.697	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	3	0	0	23	quando so' a bologna magari che (no)n c'è nessuno così d'estate piglio (.) cinque peperoni: (.) cinque no (.) >ma tipo< tre da solo	quando so' a bologna magari che (no)n c'è nessuno così d'estate piglio {P} cinque peperoni: {P} cinque no {P} >ma tipo< tre da solo	quando so' a bologna magari che non c' è nessuno così d' estate piglio {P} cinque peperoni {P} cinque no {P} ma tipo tre da solo
13	PKP024	35.064	37.586	2.522	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	12	no: lo sai che anche a me piacciono però (.) cioè sono tanti	no: lo sai che anche a me piacciono però {P} cioè sono tanti	no lo sai che anche a me piacciono però {P} cioè sono tanti
14	PKP093	44.074	44.275	0.217	True	False	0	0	0	0	0	0	1	0	False	False	False	False	False	_	False	0	0	0	1	e:h	e:h	eh
15	PKP024	44.275	45.042	0.783	True	False	0	0	0	0	0	0	1	0	False	False	False	False	False	_	False	0	0	0	7	mi puoi dare un po' d'acqua?	mi puoi dare un po' d'acqua?	mi puoi dare un po' d' acqua
16	PKP093	45.519	45.649	0.13	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	sì	sì	sì
17	PKP024	45.834	46.573	0.739	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	plea:se	plea:se	please
18	PKP024	52.04	52.366	0.326	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	grazie	grazie	grazie
19	PKP093	55.999	59.076	3.077	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	7	(un po' d'acqua) questo è (.) <colesterolo>	(un po' d'acqua) questo è {P} <colesterolo>	un po' d' acqua questo è {P} colesterolo
20	PKP024	59.678	61.088	1.41	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	1	0	3	((ride)) non lo mangiare	{ride} non lo mangiare	{ride} non lo mangiare
21	PKP093	61.319	64.575	3.256	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	14	colesterolo allo stato puro (.) °cioè è la prima cosa che non avrei mai detto°	colesterolo allo stato puro {P} °cioè è la prima cosa che non avrei mai detto°	colesterolo allo stato puro {P} cioè è la prima cosa che non avrei mai detto
22	PKP024	64.883	66.549	1.666	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	1	0	0	((ride))	{ride}	{ride}
23	PKP024	74.076	77.076	3.0	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	15	giuro che non vedo l'ora che arrivi giovedì per andare a mangiare il fritto	giuro che non vedo l'ora che arrivi giovedì per andare a mangiare il fritto	giuro che non vedo l' ora che arrivi giovedì per andare a mangiare il fritto
24	PKP093	78.64	82.153	3.513	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	13	si vive una volta sola (.) facciamo >in modo< che sia più corto possibile	si vive una volta sola {P} facciamo >in modo< che sia più corto possibile	si vive una volta sola {P} facciamo in modo che sia più corto possibile
25	PKP024	85.486	86.127	0.641	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	per il fritto	per il fritto	per il fritto
