tu_id	speaker	start	end	duration	include	variation	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	W:switches	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	E:unmatched_overlaps	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	original	text	orthographic
0	BO100	0.296	1.73	1.434	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	buonasera a tutti,	buonasera a tutti,	buonasera a tutti
1	BO100	1.991	8.596	6.605	True	False	0	0	0	0	0	0	0	1	False	False	False	False	False	_	False	1	0	0	15	<cominciamo con la nostra,> (.) settima lezione, del corso di teoria e tecnica dei nuovi media,	<cominciamo con la nostra>, {P} settima lezione, del corso di teoria e tecnica dei nuovi media,	cominciamo con la nostra {P} settima lezione del corso di teoria e tecnica dei nuovi media
2	BO100	11.118	17.076	5.958	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	11	sempre tutti molto numerosi, comincio come:: come di consueto, mi s:entite?	sempre tutti molto numerosi, comincio come:: come di consueto, mi s:entite?	sempre tutti molto numerosi comincio come come di consueto mi sentite
3	BO100	20.666	29.483	8.817	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	17	comincio come di consueto, con: alcune: indicazioni logistiche, dovreste aver ricevuto tutti una mail ma: repetita iuvant,	comincio come di consueto, con: alcune: indicazioni logistiche, dovreste aver ricevuto tutti una mail ma: repetita iuvant,	comincio come di consueto con alcune indicazioni logistiche dovreste aver ricevuto tutti una mail ma repetita iuvant
4	BO100	29.595	37.36	7.765	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	20	e quindi ci torno su, domani e dopodomani non (.) ci sarà la lezione, sarò impegnato in un convegno, fuori bologna,	e quindi ci torno su, domani e dopodomani non {P} ci sarà la lezione, sarò impegnato in un convegno, fuori bologna,	e quindi ci torno su domani e dopodomani non {P} ci sarà la lezione sarò impegnato in un convegno fuori bologna
5	BO100	37.745	45.201	7.456	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	3	0	0	18	queste due lezioni saranno recuperate in coda al corso, nell' ultima (.) settimana di dicembre (.) prima (.) della pausa natalizia.	queste due lezioni saranno recuperate in coda al corso, nell' ultima {P} settimana di dicembre {P} prima {P} della pausa natalizia.	queste due lezioni saranno recuperate in coda al corso nell' ultima {P} settimana di dicembre {P} prima {P} della pausa natalizia
6	BO100	45.928	53.72	7.792	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	19	altro avviso che vi ho già comunicato, è la presenza invece, nella lezione di (.) mercoledi prossimo, di mario rossi.	altro avviso che vi ho già comunicato, è la presenza invece, nella lezione di {P} mercoledi prossimo, di mario rossi.	altro avviso che vi ho già comunicato è la presenza invece nella lezione di {P} mercoledi prossimo di mario rossi
7	BO100	54.006	65.876	11.87	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	29	un professionista che ci racconterá:: una serie di: (.) e: questioni:: molto concrete e operative, ma=anche per certi versi utili da un punto di vista più teorico e concettuale,	un professionista che ci racconterá:: una serie di: {P} e: questioni:: molto concrete e operative, ma=anche per certi versi utili da un punto di vista più teorico e concettuale,	un professionista che ci racconterá una serie di {P} e questioni molto concrete e operative ma anche per certi versi utili da un punto di vista più teorico e concettuale
8	BO100	66.153	68.2	2.047	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	legate al marketing digitale.	legate al marketing digitale.	legate al marketing digitale
9	BO100	68.3	74.27	5.97	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	18	a:l (.) a qualche anno fa si chiamava web marketing, ma che adesso non passa più soltanto dal web.	a:l {P} a qualche anno fa si chiamava web marketing, ma che adesso non passa più soltanto dal web.	al {P} a qualche anno fa si chiamava web marketing ma che adesso non passa più soltanto dal web
10	BO100	74.343	83.09	8.747	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	21	ma più in generale da tutti quelli spazi digitali che stiamo affrontando (.) in queste:: in queste lezioni che:: che passiamo assieme.	ma più in generale da tutti quelli spazi digitali che stiamo affrontando {P} in queste:: in queste lezioni che:: che passiamo assieme.	ma più in generale da tutti quelli spazi digitali che stiamo affrontando {P} in queste in queste lezioni che che passiamo assieme
