tu_id	speaker	start	end	duration	include	variation	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	W:switches	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	E:unmatched_overlaps	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	original	text	orthographic
0	BO103	3.171	6.718	3.547	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	1	0	14	va bene abbiamo detto un po' di cazzate prima che ((ride)) si accendesse il registratore.	va bene abbiamo detto un po' di cazzate prima che {ride} si accendesse il registratore.	va bene abbiamo detto un po' di cazzate prima che {ride} si accendesse il registratore
1	BO103	9.21	9.87	0.66	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	allora.	allora.	allora
2	BO103	14.223	15.751	1.528	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	allora allora allora,	allora allora allora,	allora allora allora
3	BO103	17.505	21.82	4.315	True	False	0	0	0	0	0	0	0	1	False	False	False	False	False	_	False	0	0	0	10	vi ricordo che abbiamo:: venerdì prissimo facciamo lezione eh, regolar[mente.]	vi ricordo che abbiamo:: venerdì prissimo facciamo lezione eh, regolar[mente].	vi ricordo che abbiamo venerdì prissimo facciamo lezione eh regolarmente
4	???	21.387	22.085	0.698	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	[la faccia]mo?	[la faccia]mo?	la facciamo
5	BO103	21.82	21.823	0.003	False	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	0			
6	BO103	22.09	22.92	0.83	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	sì sì la facciamo.	sì sì la facciamo.	sì sì la facciamo
7	BO103	23.8	25.798	1.998	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	9	anche se magari qualcuno di voi non ci sarà,	anche se magari qualcuno di voi non ci sarà,	anche se magari qualcuno di voi non ci sarà
8	BO103	27.94	30.51	2.57	True	False	0	0	1	0	0	0	0	0	False	False	False	False	True	_	True	0	0	0	9	[è il] ventitrè. no è il ventidue, scusa. ventidue.	[è il] ventitré. no è il ventidue, scusa. ventidue.	è il ventitré no è il ventidue scusa ventidue
9	BO103	31.568	33.56	1.992	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	e: magari ne approfittiamo,	e: magari ne approfittiamo,	e magari ne approfittiamo
10	BO103	35.046	36.613	1.567	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	chi di voi è sicuro di venire?	chi di voi è sicuro di venire?	chi di voi è sicuro di venire
11	BO103	37.526	38.423	0.897	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	sì. okay.	sì. okay.	sì okay
12	BO103	38.66	44.74	6.08	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	12	ci portiamo dolci dolcetti. approffittiamo dell' assenza, dei:: delle persone meno gradite.	ci portiamo dolci dolcetti. approffittiamo dell' assenza, dei:: delle persone meno gradite.	ci portiamo dolci dolcetti approffittiamo dell' assenza dei delle persone meno gradite
13	BO103	46.005	48.93	2.925	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	4	per (.) tu ci sei?	per {P} tu ci sei?	per {P} tu ci sei
14	BO103	49.411	51.06	1.649	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	no. allora rideremo di lui.	no. allora rideremo di lui.	no allora rideremo di lui
15	BO103	54.745	57.025	2.28	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	ma vieni dai, ci divertiamo.	ma vieni dai, ci divertiamo.	ma vieni dai ci divertiamo
16	???	59.863	60.992	1.129	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	1	0	0	((interventi studenti))	{interventi_studenti}	{interventi_studenti}
17	BO103	63.705	64.833	1.128	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	no lui fa lo sci.	no lui fa lo sci.	no lui fa lo sci
18	BO103	65.273	68.227	2.954	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	11	cioè e si mette così, e qualcuno gli si mette sopra,	cioè e si mette così, e qualcuno gli si mette sopra,	cioè e si mette così e qualcuno gli si mette sopra
19	BO103	72.72	74.318	1.598	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	ma tu di dove sei scusa?	ma tu di dove sei scusa?	ma tu di dove sei scusa
20	???	75.672	76.573	0.901	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	0	xxx	xxx	x
21	BO103	77.761	78.713	0.952	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	ah ah ah.	ah ah ah.	ah ah ah
22	BO103	79.82	82.126	2.306	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	quindi stai qui insomma. vivi qui vivi.	quindi stai qui insomma. vivi qui vivi.	quindi stai qui insomma vivi qui vivi
23	???	82.21	84.27	2.06	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	cioè. non a bologna però	cioè. non a bologna però	cioè non a bologna però
24	BO103	84.282	85.758	1.476	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	si vabbè dico in zona.	si vabbè dico in zona.	si vabbè dico in zona
25	???	87.671	88.553	0.882	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	un' oretta	un' oretta	un' oretta
26	BO103	89.335	92.71	3.375	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	7	un' oretta addirittura da qui? (.) a piedi	un' oretta addirittura da qui? {P} a piedi	un' oretta addirittura da qui {P} a piedi
27	BO103	93.048	94.505	1.457	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	1	0	2	un' oretta ((ride))	un' oretta {ride}	un' oretta {ride}
28	???	94.76	95.951	1.191	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	col trenino	col trenino	col trenino
29	BO103	96.176	98.803	2.627	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	a:h! cavolo non è così vicino allora.	a:h cavolo non è così vicino allora.	ah cavolo non è così vicino allora
30	BO103	116.431	118.398	1.967	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	lui attacca la macchina al treno capito.	lui attacca la macchina al treno capito.	lui attacca la macchina al treno capito
31	BO103	124.03	124.7	0.67	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	bene.	bene.	bene
32	BO103	129.021	134.051	5.03	True	False	0	0	1	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	21	chi è ch~ voi che siete al terzo anno. una cosa tecnica, perchè mi hanno chiesto una cosa che non sapevo.	chi è ch~ voi che siete al terzo anno. una cosa tecnica, perché mi hanno chiesto una cosa che non sapevo.	chi è ch~ voi che siete al terzo anno una cosa tecnica perché mi hanno chiesto una cosa che non sapevo
