tu_id	speaker	start	end	duration	include	variation	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	W:switches	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	E:unmatched_overlaps	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	original	text	orthographic
0	T0032	1.38	3.406	2.026	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	6	okay (.) allora la facciamo veramente così	okay {P} allora la facciamo veramente così	okay {P} allora la facciamo veramente così
1	T0032	13.346	17.04	3.694	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	12	comunque non ho capito perché devi cercare di decifrare mia mio cugino	comunque non ho capito perché devi cercare di decifrare mia mio cugino	comunque non ho capito perché devi cercare di decifrare mia mio cugino
2	TO030	17.503	20.442	2.939	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	10	no niente non lo so è un buono studio sociale	no niente non lo so è un buono studio sociale	no niente non lo so è un buono studio sociale
3	T0032	20.442	22.585	2.143	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	è un buono studio sociale sì abbastanza	è un buono studio sociale sì abbastanza	è un buono studio sociale sì abbastanza
4	TO030	25.439	26.961	1.522	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	comunque ieri l' inter ha vinto	comunque ieri l' inter ha vinto	comunque ieri l' inter ha vinto
5	T0032	27.496	28.44	0.944	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	sì? quanto?	sì? quanto?	sì quanto
6	TO030	28.585	29.282	0.697	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	tre a uno	tre a uno	tre a uno
7	T0032	29.445	30.003	0.558	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	contro?	contro?	contro
8	TO030	30.003	30.784	0.781	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	la lazio	la lazio	la lazio
9	T0032	32.926	34.137	1.211	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	ma vedi questi cioè	ma vedi questi cioè	ma vedi questi cioè
10	TO030	34.408	37.94	3.532	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	11	ma a caso eh a caso sono vittorie completamente a caso	ma a caso eh a caso sono vittorie completamente a caso	ma a caso eh a caso sono vittorie completamente a caso
11	T0032	38.597	40.888	2.291	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	8	ma è tutto l' anno cioè dio bono	ma è tutto l' anno cioè dio bono	ma è tutto l' anno cioè dio bono
12	T0032	41.966	46.753	4.787	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	16	vinci contro la juve, perdi contro il sassuolo, perdi con il genova, vinci con la lazio	vinci contro la juve, perdi contro il sassuolo, perdi con il genova, vinci con la lazio	vinci contro la juve perdi contro il sassuolo perdi con il genova vinci con la lazio
13	T0032	52.209	53.286	1.077	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	e:::h	e:::h	eh
14	T0032	68.843	72.406	3.563	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	8	credo che potremmo aprire un nostro ristorante x xxxx comunque	credo che potremmo aprire un nostro ristorante x xxxx comunque	credo che potremmo aprire un nostro ristorante x x comunque
15	TO030	72.933	73.846	0.913	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	ristorante	ristorante	ristorante
16	T0032	88.718	92.499	3.781	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	2	0	0	10	e la svolta, (.) è stata quando io, ho capito (.) io	e la svolta, {P} è stata quando io, ho capito {P} io	e la svolta {P} è stata quando io ho capito {P} io
17	T0032	93.098	95.353	2.255	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	senza fare nomi io ho capito	senza fare nomi io ho capito	senza fare nomi io ho capito
18	T0032	96.213	98.536	2.323	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	9	che si poteva non mettere l' olio nella padella	che si poteva non mettere l' olio nella padella	che si poteva non mettere l' olio nella padella
19	TO030	100.357	101.819	1.462	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	ma in realtà io::	ma in realtà io::	ma in realtà io
20	T0032	102.485	103.747	1.262	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	lo sospettavi	lo sospettavi	lo sospettavi
21	TO030	103.819	110.119	6.3	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	25	no::: perché io le prime volte l' olio lo mettevo cioè la carbonara più buona che ho mai fatto è la primissima che ho [fatto]	no::: perché io le prime volte l' olio lo mettevo cioè la carbonara più buona che ho mai fatto è la primissima che ho [fatto]	no perché io le prime volte l' olio lo mettevo cioè la carbonara più buona che ho mai fatto è la primissima che ho fatto
22	T0032	109.771	111.46	1.689	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	[ma se]condo me è un' impressione	[ma se]condo me è un' impressione	ma secondo me è un' impressione
23	TO030	111.845	113.145	1.3	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	dici che è un' impressione?	dici che è un' impressione?	dici che è un' impressione
24	T0032	113.145	113.674	0.529	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	sì	sì	sì
25	T0032	115.427	120.519	5.092	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	15	anch' io farò delle omelettes migliori ma penserò sempre che la prima sia la migliore	anch' io farò delle omelettes migliori ma penserò sempre che la prima sia la migliore	anch' io farò delle omelettes migliori ma penserò sempre che la prima sia la migliore
26	TO030	120.59	123.706	3.116	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	10	ma dici? ma secondo me la prima era venuta perfetta	ma dici? ma secondo me la prima era venuta perfetta	ma dici ma secondo me la prima era venuta perfetta
27	TO030	127.958	129.057	1.099	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	allora il proble::ma,	allora il proble::ma,	allora il problema
28	TO030	129.474	134.206	4.732	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	15	è che l' uo::vo, ecco ecco è questo il problema della carbonara che facciamo ultimamente	è che l' uo::vo, ecco ecco è questo il problema della carbonara che facciamo ultimamente	è che l' uovo ecco ecco è questo il problema della carbonara che facciamo ultimamente
29	TO030	134.846	137.096	2.25	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	l' uovo rimane troppo liquido	l' uovo rimane troppo liquido	l' uovo rimane troppo liquido
30	T0032	137.714	138.18	0.466	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	sì.	sì.	sì
31	T0032	139.244	139.755	0.511	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	è vero.	è vero.	è vero
32	TO030	141.509	143.634	2.125	True	False	0	0	0	0	0	0	0	1	False	False	False	False	False	_	False	0	0	0	7	cosa sbagliamo dal tuo punto di vis[ta?]	cosa sbagliamo dal tuo punto di vis[ta]?	cosa sbagliamo dal tuo punto di vista
33	T0032	143.301	144.134	0.833	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	[seco]ndo me,	[seco]ndo me,	secondo me
34	T0032	145.26	147.095	1.835	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	è che la padella è fredda	è che la padella è fredda	è che la padella è fredda
35	T0032	148.302	150.559	2.257	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	perché::: la pancetta l' ho fatta prima,	perché::: la pancetta l' ho fatta prima,	perché la pancetta l' ho fatta prima
36	TO030	150.971	153.503	2.532	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	7	okay allora per (.) esatto facciamo quello perché	okay allora per {P} esatto facciamo quello perché	okay allora per {P} esatto facciamo quello perché
37	TO030	153.847	155.387	1.54	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	il problema è che non	il problema è che non	il problema è che non
38	TO030	156.049	161.099	5.05	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	13	risulta un po' pesante quando quando mangi spaghetti in fiume di uovo (.) cioè	risulta un po' pesante quando quando mangi spaghetti in fiume di uovo {P} cioè	risulta un po' pesante quando quando mangi spaghetti in fiume di uovo {P} cioè
39	TO030	161.88	162.421	0.541	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	capito?	capito?	capito
40	T0032	170.446	171.586	1.14	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	che poi in realtà guarda che	che poi in realtà guarda che	che poi in realtà guarda che
41	T0032	172.959	174.959	2.0	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	9	cioè la mia amica romana, quando l' ha fatta,	cioè la mia amica romana, quando l' ha fatta,	cioè la mia amica romana quando l' ha fatta
42	T0032	175.709	179.399	3.69	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	12	ha detto che era venuta male perché l' uovo si era rappreso	ha detto che era venuta male perché l' uovo si era rappreso	ha detto che era venuta male perché l' uovo si era rappreso
43	T0032	180.692	181.168	0.476	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	quindi,	quindi,	quindi
44	TO030	182.347	184.646	2.299	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	9	no va bene ma è anche gusto personale eh	no va bene ma è anche gusto personale eh	no va bene ma è anche gusto personale eh
