tu_id	speaker	start	end	duration	include	variation	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	W:switches	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	E:unmatched_overlaps	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	original	text	orthographic
0	PKP125	1.17	1.847	0.677	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	okay dai	okay dai	okay dai
1	PKP125	3.591	4.709	1.118	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	che ti serve il coltello?	che ti serve il coltello?	che ti serve il coltello
2	PKP131	5.73	6.068	0.338	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	sì	sì	sì
3	PKP131	9.05	9.403	0.353	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	(to)	(to)	to
4	PKP125	13.522	14.004	0.482	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	°ecco qua°	°ecco qua°	ecco qua
5	PKP125	15.206	15.857	0.651	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	ma cosa vuoi?	ma cosa vuoi?	ma cosa vuoi
6	PKP125	16.236	18.718	2.482	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	sai questo com'è buono squagliato sulla::	sai questo com'è buono squagliato sulla::	sai questo com' è buono squagliato sulla
7	PKP125	18.77	19.33	0.56	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	sulla cosa	sulla cosa	sulla cosa
8	PKP125	19.39	20.344	0.954	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	te lo sei mai mangiato?	te lo sei mai mangiato?	te lo sei mai mangiato
9	PKP131	20.364	20.802	0.438	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	sulla:?	sulla:?	sulla
10	PKP125	21.359	22.896	1.537	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	3	sulla:: (.) sulla padella:	sulla:: {P} sulla padella:	sulla {P} sulla padella
11	PKP125	23.3	25.379	2.079	True	False	0	0	0	0	0	0	0	1	False	False	False	False	False	_	False	0	0	0	8	il caciocavallo squagliato te lo sei mai mangia[to?]	il caciocavallo squagliato te lo sei mai mangia[to]?	il caciocavallo squagliato te lo sei mai mangiato
12	PKP131	25.177	25.689	0.512	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	[m]:h	[m]:h	mh
13	PKP125	26.492	26.93	0.438	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	marò	marò	marò
14	PKP125	27.684	28.137	0.453	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	che buono	che buono	che buono
15	PKP125	32.103	32.793	0.69	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	alla nostra	alla nostra	alla nostra
16	PKP131	33.197	33.684	0.487	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	1	0	0	((ride))	{ride}	{ride}
17	PKP131	38.241	39.532	1.291	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	un po' xx questo vin(o)	un po' xx questo vin(o)	un po' x questo vino
18	PKP125	40.118	41.453	1.335	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	che c'hanno messo il ghiaccio ma	che c'hanno messo il ghiaccio ma	che c' hanno messo il ghiaccio ma
19	PKP125	42.418	43.428	1.01	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	tutto okay?	tutto okay?	tutto okay
20	PKP125	46.418	47.911	1.493	True	False	0	0	2	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	non sono nè felice nè °infelice°	non sono né felice né °infelice°	non sono né felice né infelice
21	PKP131	48.64	49.625	0.985	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	ci voleva la percoca	ci voleva la percoca	ci voleva la percoca
22	PKP125	50.724	52.356	1.632	True	False	0	0	1	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	8	e::h ma non l'ho messa perchè io:	e::h ma non l'ho messa perché io:	eh ma non l' ho messa perché io
23	PKP125	52.384	53.995	1.611	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	mo io sono intieramente xx[x]	mo io sono intieramente xx[x]	mo io sono intieramente x
24	PKP131	53.886	55.142	1.256	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	[no] non (sai leggere tipo)	[no] non (sai leggere tipo)	no non sai leggere tipo
25	PKP125	55.896	57.0	1.104	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	3	e[:h] (.) una volta::	[e:h] {P} una volta::	eh {P} una volta
26	PKP131	55.955	56.098	0.143	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	0	[x]	[x]	x
27	PKP125	57.078	57.763	0.685	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	l'ho mangiata	l'ho mangiata	l' ho mangiata
28	PKP131	58.497	59.463	0.966	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	mi ricordo che:	mi ricordo che:	mi ricordo che
29	PKP131	59.539	60.566	1.027	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	(ne ha bisogno xx)	(ne ha bisogno xx)	ne ha bisogno x
30	PKP125	61.463	62.694	1.231	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	c'eri pure tu quel giorno?	c'eri pure tu quel giorno?	c' eri pure tu quel giorno
31	PKP131	62.743	64.403	1.66	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	no: però me lo raccontasti	no: però me lo raccontasti	no però me lo raccontasti
32	PKP131	66.187	66.714	0.527	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	sei xx	sei xx	sei x
33	PKP125	67.778	69.584	1.806	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	9	guarda (lui è andato) giù all'ospedale ma male	guarda (lui è andato) giù all'ospedale ma male	guarda lui è andato giù all' ospedale ma male
34	PKP125	72.226	73.792	1.566	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	guarda io mi feci proprio::	guarda io mi feci proprio::	guarda io mi feci proprio
35	PKP125	74.228	76.596	2.368	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	10	in realtà ad oggi non so se erano i gamberoni	in realtà ad oggi non so se erano i gamberoni	in realtà ad oggi non so se erano i gamberoni
36	PKP125	77.862	78.453	0.591	True	False	0	0	1	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	perchè [mangi]	perché [mangi]	perché mangi
37	PKP131	78.049	79.342	1.293	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	[no (eh)] i gambero:ni	[no (eh)] i gambero:ni	no eh i gamberoni
38	PKP125	79.408	80.532	1.124	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	mangiai quello e quello	mangiai quello e quello	mangiai quello e quello
39	PKP125	81.0	82.876	1.876	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	8	mangiai prima la pesca e poi i gamberoni	mangiai prima la pesca e poi i gamberoni	mangiai prima la pesca e poi i gamberoni
40	PKP125	83.157	85.108	1.951	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	4	e sono entrambi: (.) a[ltame]nte:	e sono entrambi: {P} a[ltame]nte:	e sono entrambi {P} altamente
41	PKP131	84.157	84.551	0.394	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	[esa:(tto)]	[esa:(tto)]	esatto
