tu_id	speaker	start	end	duration	include	variation	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	W:switches	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	E:unmatched_overlaps	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	original	text	orthographic
0	BO139	0.85	1.41	0.56	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	eccoci qua	eccoci qua	eccoci qua
1	BO148	1.67	2.21	0.54	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	weila	weila	weila
2	BO139	2.33	5.19	2.86	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	1	0	8	allora appoggiamo questo teniamolo fermo così non devo ((ride))	allora appoggiamo questo teniamolo fermo così non devo {ride}	allora appoggiamo questo teniamolo fermo così non devo {ride}
3	BO148	5.32	8.99	3.67	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	11	va bene. ah darà fastidio se (.) se intanto mangio fette biscottate	va bene. ah darà fastidio se {P} se intanto mangio fette biscottate	va bene ah darà fastidio se {P} se intanto mangio fette biscottate
4	BO139	9.06	11.39	2.33	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	9	no n[o no va >bene< n]o no va >bene<	no n[o no va >bene< n]o no va >bene<	no no no va bene no no va bene
5	BO148	9.4	10.32	0.92	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	[mastico]	[mastico]	mastico
6	BO139	11.72	16.71	4.99	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	21	basta cioè >nel senso< se riesci eh a non parlare con la bocca strapiena dopo mi viene più facile però insomma	basta cioè >nel senso< se riesci eh a non parlare con la bocca strapiena dopo mi viene più facile però insomma	basta cioè nel senso se riesci eh a non parlare con la bocca strapiena dopo mi viene più facile però insomma
7	BO139	16.79	18.28	1.49	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	te fai normale insomma	te fai normale insomma	te fai normale insomma
8	BO139	18.545	20.1575	1.62	True	False	0	0	0	0	0	0	1	0	False	False	False	False	False	_	False	0	0	0	6	non deve essere niente di alterato	non deve essere niente di alterato	non deve essere niente di alterato
9	BO148	20.1575	20.85	0.7	True	False	0	0	0	0	0	0	1	0	False	False	False	False	False	_	False	0	0	0	2	va bene	va bene	va bene
10	BO139	20.945	24.125	3.18	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	9	e:h niente no ti volevo raccontare di ieri che	e:h niente no ti volevo raccontare di ieri che	eh niente no ti volevo raccontare di ieri che
11	BO139	25.185	27.985	2.8	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	10	non so se per caso hai incrociato ale la mattina	non so se per caso hai incrociato ale la mattina	non so se per caso hai incrociato ale la mattina
12	BO139	28.29	31.54	3.25	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	7	ma era (.) particolarmente: giù di corda così	ma era {P} particolarmente: giù di corda così	ma era {P} particolarmente giù di corda così
13	BO148	31.56	31.82	0.26	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	mh	mh	mh
14	BO139	31.865	35.685	3.82	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	18	eh infatti eh mi sembrava di averlo visto però ho detto vabbè dai c' avrà i cazzi sua	eh infatti eh mi sembrava di averlo visto però ho detto vabbè dai c' avrà i cazzi sua	eh infatti eh mi sembrava di averlo visto però ho detto vabbè dai c' avrà i cazzi sua
15	BO148	35.76	37.5	1.74	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	era era tri~ cioè un po' triste	era era tri~ cioè un po' triste	era era tri~ cioè un po' triste
16	BO139	37.545	40.8825	3.34	True	False	0	0	0	0	0	0	1	0	False	False	False	False	False	_	False	0	0	0	12	sì era molto sai che lui è sempre: super positivo, super carico	sì era molto sai che lui è sempre: super positivo, super carico	sì era molto sai che lui è sempre super positivo super carico
17	BO148	40.8825	43.08	2.2	True	False	0	0	0	0	0	0	1	0	False	False	False	False	False	_	False	0	0	0	7	sì abbastanza anche quando è arrabbiato è:	sì abbastanza anche quando è arrabbiato è:	sì abbastanza anche quando è arrabbiato è
